CO_NAME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Mansarovar Paper,0,0,0,0,0,0,0,0,0,4.18,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Custodian,0,0,0,0,0,0,0,0,0,0,11.99,8.75,7.2,0,1.32,0,0,0,8.4,2.06,3.27,2.57,2.86,1.07,1.7,1.61,1.19,2.09,4.13,5.2,0,4.35
Andhra Petrochem,0,0,0,0,0,0,0,0,0,23.36,30.16,20.82,16.57,38.24,60.16,133.4,95.68,137.23,175.89,76.81,121.51,234.09,197.13,101.79,80.55,98.91,93.89,216.25,487.73,464.36,139.78,524.69
Ind Bank Housing,0,0,0,0,0,0,0,0,0,4.5,3.5,3.05,0,3,3.81,7.31,10.59,14.74,17.85,7.26,15.85,18.85,10.2,7.01,5.99,6.05,10.99,28.05,45.35,35.45,17.2,32.1
Inv.& Prec.Cast.,0,0,0,0,0,0,0,0,0,3.22,0,0,2.23,4.84,19.22,51.41,78.81,75.37,45.98,14.56,64.38,40.05,27.08,17.73,26.5,44.3,69.05,113,203.73,145.3,72.45,89.97
Jai Mata Glass,0,0,0,0,0,0,0,0,0,0,6.52,5.13,0,0.39,0.53,2.12,1.95,0,0,0,32.74,12.1,10.4,3.8,2.2,1.1,2,1.9,1.9,3.5,0,0
Vinati Organics,0,0,0,0,0,0,0,0,0,8.88,16.94,13.16,9.77,8.13,9.84,24.41,18.69,23.03,71.06,71.06,354.33,350.39,410.1,510.03,1381.31,2712.4,2001.22,3891.25,4624.94,8448.17,7908.05,14388.97
Kapil Cotex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,5.69,10.3,13.83,0,0,10.82,3.22,0,2.08
Excel Glasses,0,0,0,0,0,0,0,0,0,11.33,0,20.58,12.12,13.4,5.05,15.19,13.87,8.67,9.25,2.54,7.19,6.77,8.16,6.2,11.05,6.56,0,0,0,0,0,0
Lotus Chocolate,0,0,0,0,0,0,0,0,0,27.03,13.48,3.85,2.89,2.7,4.76,9.78,8.1,10.26,12.74,25.04,65.29,37.81,28.76,77.04,77.81,58.17,65.48,44.81,64.07,26.64,12.97,18.87
Ravi Hi-Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thakral Services,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,89.17,68.27,52.48,31.4,0,29.34,12.91,12.26,0,6.91,15.62,13.91,0,8.23
Nicco Uco All.,0,0,0,0,0,0,0,0,0,0,40.75,10.44,9.23,5.22,4.86,23.93,5.86,10.24,11.16,2.81,5.42,2.69,1.69,1.53,6.34,1.89,16.94,3.24,3.07,1.66,1.58,1.58
Andhra Sugars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.37,221.49,161.17,325.32,238.97,356.5,363.95,265.41,249.68,373.3,839.19,1108.53,949.53,484.18,789.44
Pacific Inds,0,0,0,0,0,0,0,0,0,1.89,3.79,0,0,0,0,0,0,0,0,0,37.78,26.58,17.49,16.2,14.16,19.36,16.2,17.1,19.32,16.53,24.12,50.37
Prem. Synthetic,0,0,0,0,0,0,0,0,0,5.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03,0,0,8.29,89.57,9.58,1.03,7.75
Lunar Diamonds,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravlon Pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victory Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceeta Industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97,4.16,4.64,4.06,6.24,7.86,15.54,9.41,6.38,5.73,14.05
Ganesha Ecosphe.,0,0,0,0,0,0,0,0,0,0,2.94,0,7.12,3.38,1.22,6.68,6.67,7.57,11.48,6.06,52.79,87.76,84.46,61.37,75.95,237.02,291.68,412.4,649.04,708.36,365.42,1281.39
Cauvery Software,0,0,0,0,0,0,0,0,0,21.27,0,5.06,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactose (India),0,0,0,0,0,0,0,0,0,1.27,2.21,0.39,0,0,0,0,0,0,0,3.01,7.11,6.38,4.44,11.03,7.26,21.68,65.41,101.73,102,34.85,17.12,30.54
Hind.Agro Chems,0,0,0,0,0,0,0,0,0,0.79,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gufic BioScience,0,0,0,0,0,0,0,0,0,0,3.87,131.57,213.87,190.28,189.12,203.43,95.37,73.25,78.43,25.91,50.9,44.71,41.07,49.27,39.76,99.94,324.1,513.22,837.31,591.9,366.97,889.6
Hind.Photo Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B P C L,0,0,0,0,0,0,0,0,0,2970,3952.5,5718,9894,6661.5,14364,10614,12781.5,10927.55,14868.33,13617.4,18680.77,22100.94,25282.49,27343.27,33283.37,58565.86,65192.89,93849.1,92833.17,85978.34,68559.23,92833.17
MSTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803.97,556.16,2101.09
MMTC,0,0,0,0,0,0,0,0,0,0,0,0,0,562,889.75,2213,0,11185,108971,70687.75,156978.5,92650,78345,19925,5310,4870,3740,6195,5565,4200,1852.5,6360
M T N L,0,0,0,0,0,0,0,0,0,11125.8,14805,8334.9,9289.35,6051.15,8076.6,7232.4,11579.4,9242.1,6082.65,4353.3,4611.6,2863.35,1723.05,1159.2,959.49,1146.6,1115.1,1512,1187.55,753.48,380.52,1185.03
BEML Ltd,0,0,0,0,0,0,0,0,0,86.9,78.82,74.96,172.15,207.24,628.15,1320.96,5439.84,3981.63,4123.61,1588.57,4380.74,2854.84,2712.85,606.9,1214.22,4548.55,4315.78,5665.95,4347.84,4219.59,1886.08,5227.28
Tata Comm,0,0,0,0,0,0,0,0,0,6270,17480,8322,5328.08,2094.75,5839.65,5333.78,13447.73,11439.9,14641.88,14711.7,7991.4,6808.65,6413.93,6666.15,8719.58,11991.38,10857.08,20585.55,17702.78,17508.97,6646.2,30282.68
R C F,0,0,0,0,0,0,0,0,0,380.67,449.63,331.01,617.89,711.68,2419.16,1911.61,2032.98,1933.67,2871.55,2077.11,4385.94,4385.94,3125.32,2019.19,1826.09,3106.01,2140.56,4510.07,4038.37,3227.39,1564.04,4275.6
Bharat Electron,0,0,0,0,0,0,0,0,0,234.4,477.2,390.4,1015.6,1440.4,3982,5322.4,10573.6,12008,8456,7063.2,17523.6,13430,12185.6,9193.2,9157.2,26778,29268,34922.77,34611.8,22733.41,18116.07,30481.78
S A I L,0,0,0,0,0,0,0,0,0,2436.94,3263.02,2313.02,2023.9,3634.75,13341.19,26000.87,34406.23,47127.86,76309.14,39837.71,104003.47,70113.54,38847.59,25753.82,29491.95,28232.14,17761.26,25278.81,28996.29,22180.92,9520.86,32569.19
S T C,0,0,0,0,0,0,0,0,0,93,72.15,0,0,201.3,322.5,288.15,510,434.25,1975.2,672.6,2761.8,1470,1530.9,815.7,1087.5,879,539.1,953.7,815.1,824.4,186,445.8
F A C T,0,0,0,0,0,0,0,0,0,0,0,0,0,815.98,863.87,927.73,988.04,720.19,792.92,775.18,2931.24,2546.23,1950.92,1400.91,1329.73,1818.27,1365.32,2682.11,3303.3,2365.05,2090.04,7098.38
Hind.Organ.Chem.,0,0,0,0,0,0,0,0,0,91.96,54.23,45.81,82.19,86.23,124.97,132.05,250.62,230.07,258.36,124.3,250.28,220.65,121.91,73.15,80,94.71,111.64,165.24,155.5,154.49,66.77,266.33
NLC India,0,0,0,0,0,0,0,0,0,1814.75,1042.13,1545.23,3347.03,4420.77,9202.24,11156.77,12591.21,8455.66,20115.74,14050.82,24301.63,17439.79,14386.36,11056.11,10259.2,11794.3,11894.96,16409.18,12817.05,9644.06,6101.2,6995.58
Natl. Aluminium,0,0,0,0,0,0,0,0,0,0,3285.98,3537.26,5309.11,4568.16,11929.39,11220.65,18897.6,15022.08,29103.47,13817.22,26181.52,24651.29,14097.5,8543.55,10218.75,12022.82,10218.75,14690.26,12902.3,10335.52,5438.27,9917.81
H P C L,0,0,0,0,0,0,0,0,0,4311.75,4470.67,5449.64,9860.93,9988.18,17224.39,10381.8,10956.97,8371.27,8655.38,9112.53,10783.67,12087.4,10267.26,9654.34,10489.06,22014.34,26601.08,53379.51,52442.36,43200.37,28975.49,34146.86
B H E L,0,0,0,0,0,0,0,0,0,5813.05,3059.5,3475.59,4132.77,5467.94,14795.74,18782.88,54996.35,55334.12,100672.23,73640.94,116772.55,100882.73,62891.08,43310.28,48168.77,57506.36,27841.45,39920.36,29885.2,26080.65,7242.69,16975.06
Hindustan Zinc,0,0,0,0,0,0,0,0,0,380.28,371.83,891.54,1527.45,621.12,4292.9,7183.01,22106.77,23803.23,22246.21,18903.99,50836.7,58119.26,55879.84,51189.74,54231.97,68386.79,77534.6,122048.34,127160.98,116787.82,65555.83,115266.7
Netlink Solns(I),0,0,0,0,0,0,0,0,0,0,0,0.1,0,3.94,6.63,4.75,9.47,9.92,7.75,3.09,4.07,4.4,3.06,1.43,2.97,2.55,2.77,2.42,2.03,2.5,4.11,4.17
Leena Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephanotis Fin.,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0.16,0.22,0,1.02,0,0.22,0.24,1.9,3.23,4.61,1.91,2.55,3.91,12.68,0,35.25,27.41,18.06
Raja Bahadur Int,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.89,66.35,37.5,25.5,33.85,26.5,31.28,65.66
Sagar Systech,0,0,0.28,1.81,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tata Elxsi,0,0,0,0,0,0,0,0,0,402.31,398.57,217.81,239.3,204.11,247.86,574.34,605.17,897.56,491.05,256.11,996.11,791.22,610,595.21,1695.16,3606.27,5855.7,4555.99,6135.16,5998.78,3922.17,16773.54
HMT,0,0,0,0,0,0,0,0,0,146.28,105.74,71.15,280.9,657.78,903.69,1695.17,3411.83,3532.09,5352.86,2691.64,5949.74,4508.88,3113.63,1923.69,2197.41,5075.25,5394.33,4557.49,3437.68,2251.65,306.17,1091.7
Barar Inds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deccan Bearings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.55,7.01,6.33,6.95,5.92,4.5,6.11,4.56,2.11,1.69,2.32,0,4.1,0,0,0,1.13
Zodiac Vent.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.44,305.78,0,0,0,159.04,52.21,15.18
Universal Office,0,0,0,0,0,0,0,0,0,25.05,16.63,0,1.9,2.56,3.66,10.62,8.57,9.8,7.21,2.11,3.91,4.12,4.4,2.29,4.59,4.82,4.79,5.77,3.53,1.96,1.11,3.33
Bhagyanagar Ind,0,0,0,0,0,0,0,0,0,19.28,37.04,30.23,21.86,0,14.18,77.96,103.6,271.18,324.08,117.78,184.39,113.89,98.98,80.58,90.88,107.2,115.2,155.84,134.7,102.22,46.55,138.38
Kotak Mah. Bank,0,0,0,0,0,0,0,0,0,66.85,527.97,266.74,844.63,935.22,2405.61,4199.05,8598.26,15643.79,21664.23,9780.73,26077.54,33663.45,40178.19,48619.19,59930.2,101421.49,124922.05,160544.7,199826.3,254955.34,247996.72,347613.97
ITI,0,0,0,0,0,0,0,0,0,197.12,304.92,124.52,178.2,124.52,126.28,735.84,1967.04,1090.08,987.84,465.12,1346.4,924.48,681.12,465.12,462.24,588.96,691.2,3978.8,8595.6,8584.29,5791.25,10744.85
Dredging Corpn.,0,0,0,0,0,0,0,0,0,294,336,184.94,602,686.42,1427.72,1412.04,1706.6,1332.52,1813,640.36,1700.44,966.14,765.1,547.54,667.94,1045.8,1063.16,1925.14,1628.48,1195.6,408.52,1036.7
DCM Shriram Inds,0,0,0,0,0,0,74.76,26.09,27.46,24.71,14.42,8.51,7.55,6.18,31.65,99.34,263.85,79.25,181.61,82.3,155.82,115.45,66.64,66.56,90.83,128.59,211.76,541.92,343.04,316.33,192.62,326.95
DCM Shriram,0,0,0,0,0,0,0,0,0,50.89,86.85,93.71,87.02,90.85,373.98,836.02,1484.81,1552.82,923.23,408.94,880.93,668.58,760.65,885.91,1507.21,1738.66,2258.4,4788.03,6883.2,6609.24,3353.54,7805.69
Mawana Sugars,0,0,0,0,0,0,0,0,0,44.12,37.13,17.95,12.79,11.14,7.46,50.93,107.54,48.09,77.19,49.98,101.56,77.09,46.85,37.01,30.59,27.19,99.76,326.07,179.17,178.78,88.41,141.42
C P C L,0,0,0,0,0,0,0,0,0,466.72,515.31,443.68,502.57,446.64,2170.59,3429.34,3284.06,2798.05,4164.31,1406.47,4398.84,3320.72,2293.24,1809.27,1020.04,1020.79,2966.32,5401.76,4891.74,4061.56,902.4,1490.6
Oriental Civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empee Sugars,0,0,0,0,0,0,0,0,0,4.24,3.9,5.04,0,2.52,10.49,53.68,116.05,37.98,38.61,30.55,120.66,294.63,48.85,24.8,21.82,11.5,27.2,24.97,9.95,5.04,0,0
Kothari Global,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teesta Agro Ind.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62,0,4.38,5.99,5.72,5.07,5.82,6.98,10.88,14.31,19.07,12.34,0,0
S C I,0,0,0,0,0,0,0,0,0,558.95,395.22,861.02,1921.05,1428.44,3589.44,4228.85,4780.75,4921.9,5592.36,3247.86,6622.76,5025.98,2887.96,1891.15,1937.73,2149.67,3030.03,3540.08,2997.42,1767.71,1749.08,5158.73
Restile Ceramics,0,0,0,0,0,0,0,0,0,1.32,2.08,0.76,0,0,2.03,4.56,5.19,56.27,112.78,74.69,82.06,102.9,61.62,41.67,49.04,35.87,41.57,47.67,64.27,35.48,15.72,20.54
Vishva Electro.,0,0,0,0,0,0,0,0,0,0.72,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SER Industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.89,1.19,1.32,1.77,2.87,0.96,2.32,1.49,1.91,1.19,0,6.79,1.39,1.13,0,0,0,0
Varun Mercan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashiana Agro Ind,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,1.85,3.74,3.11,0,2.78,3.22,0.86,0.76,0.32,0,0,1.07,1.17,0.48,0.13,4.54
New Markets Advi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.8,0.89,1.08,1.13,0,0,0,0,0,0,0,0
Metalyst Forg.,0,0,0,0,0,0,0,0,0,8.8,9.44,4.48,5.6,14.08,53.56,163.76,711.24,791.8,580.02,115.24,457.9,472.05,600.86,394.88,459.38,836.8,195.88,229.01,106.48,43.11,15.68,22.56
ID Info Business,0,0,0,0,0,0,0,0,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vama Industries,0,0,0,0,0,0,0,0,0,6.1,1.4,0,1.05,0,0.52,10.95,21.85,13.62,10.1,6.39,6.41,6.61,5.1,4.15,4.69,16.89,20,105.08,114.54,44.24,26.53,38.2
Bombay Talkies,0,0,0,0,0,0,0,0,0,0,0,0,0,21.33,30.29,23.22,16.42,43.2,33.53,9.45,15.44,12.26,6.1,3.02,1.08,30.83,0,0,0,0,0,0
Mideast (India),0,0,0,0,0,0,0,0,0,9.55,10.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.14,13.68,30.21,60.34,45.7,63.16,68.39,84.08,108.61,124.71,108.82,106.6,76.43,92.52
Pentokey Organy,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,29.7,12.16,5.45,6.23,11.6,7.83,9.94,8.21,4.2,6.83
Rainbow Papers,0,0,0,0,0,0,0,0,0,2.35,3.01,5.69,4.9,4.05,11.92,12.77,36.32,42.26,104.26,25.78,262.91,551.54,615.6,751.36,737.67,807.25,165.7,50.67,26.24,16.04,0,0
Genesys Intl.,0,0,0,0,0,0,0,0,0,0,0,36.82,24.29,35.83,18.79,22.69,16.59,22.04,38.59,83.55,454.54,544.12,383.69,278.92,218.04,182.08,156.5,572.83,798.19,308.01,73.34,319.6
Fishing Falcons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B N Rathi Sec.,0,0,0,0,0,2.4,0,0.56,0,0.68,1.47,0,1.47,0,0,1.16,2.25,2.45,5.33,2.69,4.44,4.08,4.66,3.36,3.63,7.04,8.59,13.36,18.95,12.1,5.59,12.35
Guj. Toolroom,0,0,0,0,0,0,0,0,0,0.52,0.43,0.35,0,0,0,0,0,0,0,3.88,3.22,2.01,0,1.29,1.04,1.96,0,1.14,0,0,0,0.38
Aarti Industries,0,0,0,35.1,67.28,108,39.96,28.35,28.51,30.94,56.12,35.44,50.64,69.14,227.5,341.98,589.32,171.81,226.41,207.12,364.04,374.39,478.28,644.43,1085.79,3124.92,4311,6288.37,9302.35,13633.84,13274.05,22938.84
Binani Industrie,0,0,0,0,0,0,0,0,0,65.56,108.41,132.4,71.09,30.36,52.13,83.68,317.46,652.09,346.32,90.72,282.83,582.23,352.83,293.78,223.78,270.84,183.67,228.19,262.69,117,19.45,0
Ausom Enter.,0,0,0,0,0,0,0,0,0,11.47,16.93,0,17.5,8.72,1.92,7.33,6.21,4.81,10.9,12.72,29.21,58.57,39.02,14.23,9.18,37.46,27.78,40.38,92.14,51.42,47.33,62.04
Him Containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanbury,0,0,0,0,0,0,0,0,0,0.77,1.89,0.67,0,2.39,19.54,194.73,168.43,144.78,145.28,48.4,111.35,44.51,35.8,37.63,45.73,124.71,92.26,133.4,73.53,51.83,45.49,207.5
Resonance Speci.,0,0,0,0,0,0,0,0,0,33.41,12.81,4.5,4.85,2.83,9.23,12.12,11.18,12.23,8.71,6.24,46.33,15.58,13.7,16.48,12.35,18.93,22.96,46.62,32.66,23.43,29.14,144.71
Grand Foundry,0,0,0,30.92,40.42,71.45,32.33,9.39,4.28,2.09,4.22,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24
Suryajyoti Spg.,0,0,0,0,0,0,0,0,0,3.61,7.17,4.61,3.03,4.37,7.28,39.19,74.01,75.74,48.61,16.92,36.53,74.84,34.28,19.18,11.5,12.34,14.96,8.43,0,0,0,0
Fort Gloster Ind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prec. Wires (I),0,0,0,8.73,8.24,39.28,27.16,10.06,5.58,7.91,9.29,6.26,16.75,19.95,44.24,85.85,181.01,150.94,115.2,29.82,87.51,131.26,84.45,82.13,96.87,144.15,168.14,266.77,627.9,463.35,154.26,447.63
HBL Power System,0,0,0,0,0,0,0,0,0,69.17,31.25,38.63,30.91,69.94,46.06,310.78,605.05,512.43,687.25,254.21,857.67,494.61,380.77,238.83,247.18,1290.3,919.66,1084.1,1245.99,704.08,306.3,925.83
Kumar's Metallur,0,0,0,0,0,0,0,0,0,0,6.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajmera Realty,0,0,0,0,0,0,0,0,0,6.72,21.27,16.79,9.24,0,169.02,242.37,2019.7,2505.47,2129.04,393.87,584.89,582.58,392.94,327.84,184.85,419.37,488.91,722.2,853.65,675.72,226.89,416.89
Insilco,0,0,0,0,0,0,0,0,0,218.05,152.89,81.14,71.01,63.15,83.1,151.16,113.21,83.04,95.02,39.14,112.58,86.87,87.81,83.29,70.25,108.51,103.8,164.64,136.1,117.29,43.84,41.08
Arcotech Ltd,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,40,11.6,48.9,67.4,62.4,150,357.63,719.46,808.71,1101.45,351.75,58.8,9.24,18.06
Khaitan (India),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.75,21.38,6.18,11.64,14.35,9.41,10.59,9.74,3.09,4.3,9.26,20.38,15.63,9.55,0
Tengpani Tea Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gillanders Arbut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.66,91.44,74.39,74.15,209.68,225.88,146.61,143.08,124.84,112.25,130.92,138.71,131.88,104.57,40.55,92.83
ADF Foods,0,0,0,0,0,0,0,0,0,10.97,6.19,5.82,6.55,7.02,8.11,14.46,20.8,30.11,74.21,38.08,186.7,117,101.61,98.67,98.78,128.26,182.6,366.89,426.26,482.55,341.19,1785.83
Cochin Minerals,0,0,0,0,0,0,0,0,0,7.52,3.99,2.19,12.68,7.99,9.39,11.47,15.19,25.17,31.2,19.77,52.34,40.91,164.2,133.07,82.49,60.45,53.2,81.35,79.12,146.19,76.11,89.61
Swiss Military,0,0,0,21.25,28.98,48.3,21.25,4.83,1.06,5.15,14.78,5.83,3.43,2.4,1.82,6.6,20.25,35.16,52.4,15.89,58.24,44.24,34.26,13.57,18.73,51.26,45.51,20.59,28.01,9.34,4.82,30.28
Indo-Maxwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krypton Industri,0,0,0,0,0,0,0,0,0,0.86,6.15,2.58,4.73,3.25,4.82,12.04,13.35,21.56,13.22,6.15,13.12,19.21,16.82,22.54,15.27,17.11,18.45,19.74,15.55,21.51,9.1,13.54
Sh. Narmada Alum,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indoworth Hold.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monica Electroni,0,0,0,0,0,0,0,0,0,7.1,5.46,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rishabh Food Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rishab Sp. Yarns,0,0,0,0,0,0,0,0,0,1.25,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab Fibres,0,0,0,0,0,0,0,0,0,1.27,1.61,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTL,0,0,0,0,0,0,0,0,0,774.74,9604.68,706.08,740.65,375.54,575.59,724.99,1200.71,1317.23,2373.23,2260.49,3970.84,4046.43,405.62,234.66,225.73,194.27,184.98,268.98,178.85,73.77,16.99,81.95
Amethi Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM Industries,0,0,0,0,0,0,0,0,0,4.86,4.75,4.75,2.4,2.18,4.3,13.59,16.68,13.66,7.41,3.91,21.48,31.12,24.03,36.31,48.95,85.47,118.54,149.01,114.43,88.17,29.61,48.3
Dhruv Estates,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.36,2.12,1.22,1.71,3.99,2.88,1.91,1.44,4.24,2.18,1.74,2.39,2.24,2.83,0,2.82,0,1.02
Jaswal Granites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easun Reyrolle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.54,359.18,93.06,192.56,170.46,126.36,124.84,184.92,125.02,91.92,88.84,41.57,24.6,4.83,8.31
Marmagoa Steel,0,0,0,0,0,0,0,0,0,0,0,1.3,0,1.11,0,0,145.11,41.08,51.74,15.54,24.38,19.81,20.66,11.15,0,0,0,0,0,0,0,0
Photon Capital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,3.78,1.61,1.23,2.15,6.66,9.29,8.4,3.74
Fortune Foods,0,0,0,0,0,0,0,0,0,0.65,2.22,0.48,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPL,0,0,0,0,0,0,0,0,0,52.52,32.51,21.51,12.25,45.02,1343.35,2418.42,4891.17,6085.31,5601.42,4296.6,6569.07,6945.47,6003.4,5187.27,7892.75,18952.88,20470.14,36804.37,37012.65,48693.16,24938.44,49067
Murablack India,0,0,0,0,0,0,0,0,0,16.76,7.22,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Future Enterp.,0,0,0,0,0,0,0,0,0,9.96,33.87,19.59,58.74,80.13,550.28,1621.03,5272.64,5585.09,6668.01,2579.86,7420.24,5213.61,3177.71,3226.18,1770.51,3828.85,4997.87,1309.05,1607.15,1760.09,393.51,403.23
Guj. Ambuja Exp,0,0,0,17.76,22.48,20.84,12.69,15.04,14.5,6.53,25.82,24.74,24.89,21.86,80.1,87.76,265.37,362.18,609.43,205.86,239.35,426.12,318.2,315.44,409.52,484.23,565.85,1367.41,2639.08,2513.52,1189.68,2935.49
Ambuja Zinc,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanmitra Commerc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0
India Steel,0,0,0,0,0,0,0,0,0,13.7,24.51,7.65,4.85,0,16.16,24,17.13,124.25,259.46,78.66,124.83,100.66,117.05,56.18,128.98,121.41,72.05,177.94,99.12,39.81,8.36,29.46
Galada Power,0,0,0,0,0,0,0,0,0,6.74,27.04,3.75,1.8,0.71,1.43,5.51,9.34,16.44,14.08,3.37,5,5.55,3.13,2.94,2.52,16.48,10.55,5.28,3.94,1.98,0.4,0.95
Jaybharat Text,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,11.38,571.2,1766.62,5743.28,5910.43,13964,4134.65,4366.26,2817.68,1041.32,800.13,0,803.96,0,0,0,727.39
Indian Toners,0,0,0,0,0,0,0,0,0,2.82,11.53,4.35,3.06,3.22,9.45,12.05,27.61,17.37,14.23,5.72,17.13,14.79,11.12,12.73,19.91,73.31,127.03,130.77,314.76,186.43,70.68,151.9
Haryana Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentamedia Graph,0,0,0,0,0,0,0,0,0,2506.24,4617.66,426.02,301.03,118.86,137.55,216.36,110.63,120.17,0,34.2,107.49,59.35,45.65,21.58,29.05,34.45,27.81,24.9,23.24,19.92,10.38,9.96
Western Oris.Sug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retro Green,0,0,0,6.28,6.52,7,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,5.72,12.2
Black Rose Indus,0,0,0,0,0,0,0,0,0,0.22,0.44,0.39,0,0,0,10.63,6.39,17.6,15.1,3.87,11.11,23.1,23.26,18.77,22.9,78.03,76.5,134.64,229.24,233.32,388.36,886.64
Rama Paper Mills,0,0,0,0,0,0,0,0,0,1.02,1.14,0,2.41,1.32,1.95,10.72,19.82,26.57,23.1,5.8,12.56,31.31,13.43,4.83,5.03,11.97,14.64,13.97,11.02,13.92,9.23,14.3
